nuclide   ,mass                ,uncertainty         ,Year/link 
208Po     ,207.981246035       ,0.000001795         ,2020      
208At     ,207.986613011       ,0.000009577         ,2020      
208Rn     ,207.989634513       ,0.000010910         ,2020      
208Fr     ,207.997139082       ,0.000012514         ,2020      
208Ra     ,208.001855012       ,0.000009686         ,2020      
208Ac     ,208.011552251       ,0.000069225         ,2020      
208Th     ,208.017915348       ,0.000034208         ,2020      
209Au     ,208.997606          ,0.000429            ,2020      
209Hg     ,208.990757          ,0.000161            ,2020      
209Tl     ,208.985351713       ,0.000006559         ,2020      
209Pb     ,208.981089978       ,0.000001875         ,2020      
209Bi     ,208.980398599       ,0.000001465         ,2020      
209Po     ,208.982430361       ,0.000001909         ,2020      
209At     ,208.986168701       ,0.000005094         ,2020      
209Rn     ,208.990401389       ,0.000010692         ,2020      
209Fr     ,208.995939701       ,0.000012349         ,2020      
209Ra     ,209.001994902       ,0.000006169         ,2020      
209Ac     ,209.009495375       ,0.000059953         ,2020      
209Th     ,209.017601          ,0.000111            ,2020      
210Au     ,210.002877          ,0.000429            ,2020      
210Hg     ,209.994310          ,0.000215            ,2020      
210Tl     ,209.990072942       ,0.000012456         ,2020      
210Pb     ,209.984188381       ,0.000001554         ,2020      
210Bi     ,209.984120237       ,0.000001463         ,2020      
210Po     ,209.982873686       ,0.000001230         ,2020      
210At     ,209.987147423       ,0.000008261         ,2020      
210Rn     ,209.989688862       ,0.000004892         ,2020      
210Fr     ,209.996410596       ,0.000014407         ,2020      
210Ra     ,210.000475406       ,0.000009868         ,2020      
210Ac     ,210.009408625       ,0.000066782         ,2020      
210Th     ,210.015093515       ,0.000020299         ,2020      
211Hg     ,210.999581          ,0.000215            ,2020      
211Tl     ,210.993475000       ,0.000045000         ,2020      
211Pb     ,210.988735288       ,0.000002426         ,2020      
211Bi     ,210.987268715       ,0.000005842         ,2020      
211Po     ,210.986653171       ,0.000001347         ,2020      
211At     ,210.987496226       ,0.000002929         ,2020      
211Rn     ,210.990600767       ,0.000007314         ,2020      
211Fr     ,210.995555189       ,0.000012872         ,2020      
211Ra     ,211.000893049       ,0.000005331         ,2020      
211Ac     ,211.007668846       ,0.000057706         ,2020      
211Th     ,211.014896923       ,0.000092399         ,2020      
211Pa     ,211.023674036       ,0.000074581         ,2020      
212Hg     ,212.003242          ,0.000322            ,2020      
212Tl     ,211.998335          ,0.000215            ,2020      
212Pb     ,211.991895891       ,0.000001975         ,2020      
212Bi     ,211.991285030       ,0.000001989         ,2020      
212Po     ,211.988867982       ,0.000001237         ,2020      
212At     ,211.990737301       ,0.000002559         ,2020      
212Rn     ,211.990703946       ,0.000003338         ,2020      
212Fr     ,211.996225420       ,0.000009419         ,2020      
212Ra     ,211.999786619       ,0.000011007         ,2020      
212Ac     ,212.007836442       ,0.000023492         ,2020      
212Th     ,212.013001570       ,0.000010852         ,2020      
212Pa     ,212.023184819       ,0.000094047         ,2020      
213Hg     ,213.008803          ,0.000322            ,2020      
213Tl     ,213.001915000       ,0.000029000         ,2020      
213Pb     ,212.996560796       ,0.000007465         ,2020      
213Bi     ,212.994383570       ,0.000005455         ,2020      
213Po     ,212.992857154       ,0.000003277         ,2020      
213At     ,212.992936593       ,0.000005258         ,2020      
213Rn     ,212.993885147       ,0.000003618         ,2020      
213Fr     ,212.996184410       ,0.000005053         ,2020      
213Ra     ,213.000370971       ,0.000010540         ,2020      
213Ac     ,213.006592665       ,0.000012522         ,2020      
213Th     ,213.013011470       ,0.000009895         ,2020      
213Pa     ,213.021099644       ,0.000061374         ,2020      
214Hg     ,214.012636          ,0.000429            ,2020      
214Tl     ,214.006940          ,0.000210            ,2020      
214Pb     ,213.999803521       ,0.000002114         ,2020      
214Bi     ,213.998710909       ,0.000012033         ,2020      
214Po     ,213.995201287       ,0.000001556         ,2020      
214At     ,213.996372331       ,0.000004274         ,2020      
214Rn     ,213.995362650       ,0.000009862         ,2020      
214Fr     ,213.998971193       ,0.000009145         ,2020      
214Ra     ,214.000099560       ,0.000005636         ,2020      
214Ac     ,214.006906400       ,0.000014547         ,2020      
214Th     ,214.011481480       ,0.000011445         ,2020      
214Pa     ,214.020891055       ,0.000087180         ,2020      
215Hg     ,215.018368          ,0.000429            ,2020      
215Tl     ,215.010768          ,0.000322            ,2020      
215Pb     ,215.004661591       ,0.000056560         ,2020      
215Bi     ,215.001749095       ,0.000006037         ,2020      
215Po     ,214.999418385       ,0.000002276         ,2020      
215At     ,214.998651002       ,0.000007116         ,2020      
215Rn     ,214.998745037       ,0.000006538         ,2020      
215Fr     ,215.000341534       ,0.000007585         ,2020      
215Ra     ,215.002718208       ,0.000007730         ,2020      
215Ac     ,215.006474061       ,0.000013318         ,2020      
215Th     ,215.011724640       ,0.000006800         ,2020      
215Pa     ,215.019113955       ,0.000088513         ,2020      
215U      ,215.026719774       ,0.000111794         ,2020      
216Hg     ,216.022459          ,0.000429            ,2020      
216Tl     ,216.015964          ,0.000322            ,2020      
216Pb     ,216.008062          ,0.000215            ,2020      
216Bi     ,216.006305985       ,0.000012000         ,2020      
216Po     ,216.001913416       ,0.000001948         ,2020      
216At     ,216.002422643       ,0.000003837         ,2020      
216Rn     ,216.000271942       ,0.000006192         ,2020      
216Fr     ,216.003189523       ,0.000004480         ,2020      
216Ra     ,216.003533534       ,0.000008592         ,2020      
216Ac     ,216.008749101       ,0.000009908         ,2020      
216Th     ,216.011055933       ,0.000011920         ,2020      
216Pa     ,216.019134633       ,0.000026459         ,2020      
216U      ,216.024762829       ,0.000030158         ,2020      
217Tl     ,217.020032          ,0.000429            ,2020      
217Pb     ,217.013162          ,0.000322            ,2020      
217Bi     ,217.009372000       ,0.000019000         ,2020      
217Po     ,217.006316145       ,0.000007025         ,2020      
217At     ,217.004717794       ,0.000005368         ,2020      
217Rn     ,217.003927632       ,0.000004506         ,2020      
217Fr     ,217.004631980       ,0.000007011         ,2020      
217Ra     ,217.006322676       ,0.000007564         ,2020      
217Ac     ,217.009342325       ,0.000012048         ,2020      
217Th     ,217.013103443       ,0.000011394         ,2020      
217Pa     ,217.018309024       ,0.000013417         ,2020      
217U      ,217.024660          ,0.000086            ,2020      
218Tl     ,218.025454          ,0.000429            ,2020      
218Pb     ,218.016779          ,0.000322            ,2020      
218Bi     ,218.014188000       ,0.000029000         ,2020      
218Po     ,218.008971234       ,0.000002112         ,2020      
218At     ,218.008695941       ,0.000012349         ,2020      
218Rn     ,218.005601123       ,0.000002486         ,2020      
218Fr     ,218.007578620       ,0.000004546         ,2020      
218Ra     ,218.007134297       ,0.000010528         ,2020      
218Ac     ,218.011648860       ,0.000061853         ,2020      
218Th     ,218.013276248       ,0.000011289         ,2020      
218Pa     ,218.020021133       ,0.000019158         ,2020      
218U      ,218.023504877       ,0.000014722         ,2020      
219Pb     ,219.022136          ,0.000429            ,2020      
219Bi     ,219.017520          ,0.000215            ,2020      
219Po     ,219.013614000       ,0.000017000         ,2020      
219At     ,219.011160587       ,0.000003474         ,2020      
219Rn     ,219.009478683       ,0.000002254         ,2020      
219Fr     ,219.009250664       ,0.000007380         ,2020      
219Ra     ,219.010084715       ,0.000007315         ,2020      
219Ac     ,219.012420425       ,0.000055263         ,2020      
219Th     ,219.015526432       ,0.000060611         ,2020      
219Pa     ,219.019949909       ,0.000074831         ,2020      
219U      ,219.025009233       ,0.000014319         ,2020      
219Np     ,219.031601865       ,0.000098732         ,2020      
220Pb     ,220.025905          ,0.000429            ,2020      
220Bi     ,220.022501          ,0.000322            ,2020      
220Po     ,220.016386000       ,0.000019000         ,2020      
220At     ,220.015433000       ,0.000015000         ,2020      
220Rn     ,220.011392443       ,0.000001947         ,2020      
220Fr     ,220.012326789       ,0.000004324         ,2020      
220Ra     ,220.011027542       ,0.000008153         ,2020      
220Ac     ,220.014754527       ,0.000006579         ,2020      
220Th     ,220.015769866       ,0.000014693         ,2020      
220Pa     ,220.021769753       ,0.000015732         ,2020      
220U      ,220.024706          ,0.000108            ,2020      
220Np     ,220.032716280       ,0.000032977         ,2020      
221Bi     ,221.025980          ,0.000322            ,2020      
221Po     ,221.021228000       ,0.000021000         ,2020      
221At     ,221.018017000       ,0.000015000         ,2020      
221Rn     ,221.015535637       ,0.000006134         ,2020      
221Fr     ,221.014253714       ,0.000005245         ,2020      
221Ra     ,221.013917293       ,0.000004970         ,2020      
221Ac     ,221.015599721       ,0.000061086         ,2020      
221Th     ,221.018185757       ,0.000008582         ,2020      
221Pa     ,221.021873393       ,0.000063746         ,2020      
221U      ,221.026323297       ,0.000077440         ,2020      
221Np     ,221.032110          ,0.000215            ,2020      
221Pu     ,221.038572          ,0.000322            ,2020      
222Bi     ,222.031079          ,0.000322            ,2020      
222Po     ,222.024140000       ,0.000043000         ,2020      
222At     ,222.022494000       ,0.000017000         ,2020      
222Rn     ,222.017576017       ,0.000002086         ,2020      
222Fr     ,222.017582615       ,0.000008000         ,2020      
222Ra     ,222.015373371       ,0.000004781         ,2020      
222Ac     ,222.017844232       ,0.000005044         ,2020      
222Th     ,222.018468220       ,0.000010966         ,2020      
222Pa     ,222.023687064       ,0.000092975         ,2020      
222U      ,222.026057957       ,0.000055817         ,2020      
222Np     ,222.033574706       ,0.000040849         ,2020      
222Pu     ,222.037638          ,0.000322            ,2020      
223Bi     ,223.034611          ,0.000429            ,2020      
223Po     ,223.029070          ,0.000210            ,2020      
223At     ,223.025151000       ,0.000015000         ,2020      
223Rn     ,223.021889283       ,0.000008397         ,2020      
223Fr     ,223.019734241       ,0.000002073         ,2020      
223Ra     ,223.018500648       ,0.000002243         ,2020      
223Ac     ,223.019135982       ,0.000007457         ,2020      
223Th     ,223.020811083       ,0.000008527         ,2020      
223Pa     ,223.023980414       ,0.000081193         ,2020      
223U      ,223.027960754       ,0.000063396         ,2020      
223Np     ,223.032913340       ,0.000088956         ,2020      
223Pu     ,223.038777          ,0.000322            ,2020      
223Am     ,223.045840          ,0.000322            ,2020      
224Bi     ,224.039796          ,0.000429            ,2020      
224Po     ,224.032110          ,0.000210            ,2020      
224At     ,224.029749000       ,0.000024000         ,2020      
224Rn     ,224.024095803       ,0.000010536         ,2020      
224Fr     ,224.023348096       ,0.000012000         ,2020      
224Ra     ,224.020210361       ,0.000001944         ,2020      
224Ac     ,224.021722249       ,0.000004389         ,2020      
224Th     ,224.021466137       ,0.000010310         ,2020      
224Pa     ,224.025617286       ,0.000008145         ,2020      
224U      ,224.027635913       ,0.000016383         ,2020      
224Np     ,224.034388030       ,0.000031052         ,2020      
224Pu     ,224.037875          ,0.000322            ,2020      
224Am     ,224.046442          ,0.000429            ,2020      
225Po     ,225.037123          ,0.000322            ,2020      
225At     ,225.032528          ,0.000322            ,2020      
225Rn     ,225.028485572       ,0.000011958         ,2020      
225Fr     ,225.025572466       ,0.000012847         ,2020      
225Ra     ,225.023610502       ,0.000002786         ,2020      
225Ac     ,225.023228601       ,0.000005107         ,2020      
225Th     ,225.023950975       ,0.000005467         ,2020      
225Pa     ,225.026147927       ,0.000087887         ,2020      
225U      ,225.029385050       ,0.000010664         ,2020      
225Np     ,225.033943422       ,0.000098355         ,2020      
225Pu     ,225.038970          ,0.000322            ,2020      
225Am     ,225.045508          ,0.000429            ,2020      
226Po     ,226.040310          ,0.000430            ,2020      
226At     ,226.037209          ,0.000322            ,2020      
226Rn     ,226.030861380       ,0.000011247         ,2020      
226Fr     ,226.029544512       ,0.000006688         ,2020      
226Ra     ,226.025408186       ,0.000002068         ,2020      
226Ac     ,226.026096999       ,0.000003327         ,2020      
226Th     ,226.024903699       ,0.000004810         ,2020      
226Pa     ,226.027948217       ,0.000012037         ,2020      
226U      ,226.029338669       ,0.000011884         ,2020      
226Np     ,226.035230364       ,0.000109568         ,2020      
226Pu     ,226.038250          ,0.000215            ,2020      
226Am     ,226.046130          ,0.000322            ,2020      
227Po     ,227.045390          ,0.000430            ,2020      
227At     ,227.040183          ,0.000322            ,2020      
227Rn     ,227.035304393       ,0.000015127         ,2020      
227Fr     ,227.031865413       ,0.000006332         ,2020      
227Ra     ,227.029176205       ,0.000002089         ,2020      
227Ac     ,227.027750594       ,0.000002068         ,2020      
227Th     ,227.027702546       ,0.000002241         ,2020      
227Pa     ,227.028803586       ,0.000007797         ,2020      
227U      ,227.031181124       ,0.000009136         ,2020      
227Np     ,227.034975012       ,0.000082651         ,2020      
227Pu     ,227.039474          ,0.000107            ,2020      
227Am     ,227.045282          ,0.000215            ,2020      
228At     ,228.044960          ,0.000429            ,2020      
228Rn     ,228.037835415       ,0.000018977         ,2020      
228Fr     ,228.035839433       ,0.000007226         ,2020      
228Ra     ,228.031068574       ,0.000002141         ,2020      
228Ac     ,228.031019685       ,0.000002247         ,2020      
228Th     ,228.028739741       ,0.000001938         ,2020      
228Pa     ,228.031050758       ,0.000004659         ,2020      
228U      ,228.031368959       ,0.000014465         ,2020      
228Np     ,228.036313          ,0.000108            ,2020      
228Pu     ,228.038763325       ,0.000025069         ,2020      
228Am     ,228.046001          ,0.000215            ,2020      
229At     ,229.048191          ,0.000429            ,2020      
229Rn     ,229.042257272       ,0.000014000         ,2020      
229Fr     ,229.038291443       ,0.000005368         ,2020      
229Ra     ,229.034956703       ,0.000016576         ,2020      
229Ac     ,229.032947000       ,0.000013000         ,2020      
229Th     ,229.031761357       ,0.000002581         ,2020      
229Pa     ,229.032095585       ,0.000003521         ,2020      
229U      ,229.033505976       ,0.000006374         ,2020      
229Np     ,229.036287269       ,0.000108618         ,2020      
229Pu     ,229.040145099       ,0.000065092         ,2020      
229Am     ,229.045282534       ,0.000114169         ,2020      
230Rn     ,230.045271          ,0.000215            ,2020      
230Fr     ,230.042390787       ,0.000007022         ,2020      
230Ra     ,230.037054776       ,0.000011053         ,2020      
230Ac     ,230.036327000       ,0.000017000         ,2020      
230Th     ,230.033132267       ,0.000001297         ,2020      
230Pa     ,230.034539717       ,0.000003261         ,2020      
230U      ,230.033940114       ,0.000004841         ,2020      
230Np     ,230.037828060       ,0.000059051         ,2020      
230Pu     ,230.039648313       ,0.000015514         ,2020      
230Am     ,230.046025          ,0.000153            ,2020      
231Rn     ,231.049973          ,0.000322            ,2020      
231Fr     ,231.045175353       ,0.000008300         ,2020      
231Ra     ,231.041027085       ,0.000012206         ,2020      
231Ac     ,231.038393000       ,0.000014000         ,2020      
231Th     ,231.036302764       ,0.000001306         ,2020      
231Pa     ,231.035882500       ,0.000001901         ,2020      
231U      ,231.036292180       ,0.000002866         ,2020      
231Np     ,231.038243598       ,0.000054916         ,2020      
231Pu     ,231.041125946       ,0.000023683         ,2020      
231Am     ,231.045529          ,0.000322            ,2020      
231Cm     ,231.050746          ,0.000322            ,2020      
232Fr     ,232.049461219       ,0.000015000         ,2020      
232Ra     ,232.043475267       ,0.000009823         ,2020      
232Ac     ,232.042034000       ,0.000014000         ,2020      
232Th     ,232.038053606       ,0.000001525         ,2020      
232Pa     ,232.038590205       ,0.000008206         ,2020      
232U      ,232.037154765       ,0.000001941         ,2020      
232Np     ,232.040107          ,0.000107            ,2020      
232Pu     ,232.041182133       ,0.000018126         ,2020      
232Am     ,232.046613          ,0.000322            ,2020      
232Cm     ,232.049740          ,0.000216            ,2020      
233Fr     ,233.052517833       ,0.000021000         ,2020      
233Ra     ,233.047594570       ,0.000009235         ,2020      
233Ac     ,233.044346000       ,0.000014000         ,2020      
233Th     ,233.041580126       ,0.000001528         ,2020      
233Pa     ,233.040246535       ,0.000001433         ,2020      
233U      ,233.039634294       ,0.000002420         ,2020      
233Np     ,233.040739421       ,0.000054729         ,2020      
233Pu     ,233.042997411       ,0.000058162         ,2020      
233Am     ,233.046468          ,0.000123            ,2020      
233Cm     ,233.050771485       ,0.000087059         ,2020      
233Bk     ,233.056652          ,0.000250            ,2020      
234Ra     ,234.050382100       ,0.000009000         ,2020      
234Ac     ,234.048139000       ,0.000015000         ,2020      
234Th     ,234.043599801       ,0.000002779         ,2020      
234Pa     ,234.043305555       ,0.000004395         ,2020      
234U      ,234.040950296       ,0.000001212         ,2020      
234Np     ,234.042893245       ,0.000009014         ,2020      
234Pu     ,234.043317489       ,0.000007298         ,2020      
234Am     ,234.047731          ,0.000172            ,2020      
234Cm     ,234.050158568       ,0.000018333         ,2020      
234Bk     ,234.057322          ,0.000164            ,2020      
235Ra     ,235.054890          ,0.000322            ,2020      
235Ac     ,235.050840000       ,0.000015000         ,2020      
235Th     ,235.047255000       ,0.000014000         ,2020      
235Pa     ,235.045399000       ,0.000015000         ,2020      
235U      ,235.043928117       ,0.000001198         ,2020      
235Np     ,235.044061518       ,0.000001490         ,2020      
235Pu     ,235.045284609       ,0.000022030         ,2020      
235Am     ,235.047906478       ,0.000056661         ,2020      
235Cm     ,235.051545          ,0.000110            ,2020      
235Bk     ,235.056651          ,0.000430            ,2020      
236Ac     ,236.054988000       ,0.000041000         ,2020      
236Th     ,236.049657000       ,0.000015000         ,2020      
236Pa     ,236.048668000       ,0.000015000         ,2020      
236U      ,236.045566130       ,0.000001193         ,2020      
236Np     ,236.046568296       ,0.000054129         ,2020      
236Pu     ,236.046056661       ,0.000001942         ,2020      
236Am     ,236.049427          ,0.000127            ,2020      
236Cm     ,236.051372112       ,0.000018931         ,2020      
236Bk     ,236.057479          ,0.000387            ,2020      
237Ac     ,237.057993          ,0.000429            ,2020      
237Th     ,237.053629000       ,0.000017000         ,2020      
237Pa     ,237.051023000       ,0.000014000         ,2020      
237U      ,237.048728309       ,0.000001290         ,2020      
237Np     ,237.048171640       ,0.000001201         ,2020      
237Pu     ,237.048407888       ,0.000001821         ,2020      
237Am     ,237.049995          ,0.000064            ,2020      
237Cm     ,237.052868988       ,0.000079870         ,2020      
237Bk     ,237.057123          ,0.000247            ,2020      
237Cf     ,237.062199272       ,0.000104506         ,2020      
238Th     ,238.056388          ,0.000304            ,2020      
238Pa     ,238.054637000       ,0.000017000         ,2020      
238U      ,238.050786936       ,0.000001601         ,2020      
238Np     ,238.050944603       ,0.000001220         ,2020      
238Pu     ,238.049558175       ,0.000001221         ,2020      
238Am     ,238.051982531       ,0.000063243         ,2020      
238Cm     ,238.053081606       ,0.000013133         ,2020      
238Bk     ,238.058204          ,0.000275            ,2020      
238Cf     ,238.061490          ,0.000320            ,2020      
239Th     ,239.060655          ,0.000429            ,2020      
239Pa     ,239.057260          ,0.000210            ,2020      
239U      ,239.054291989       ,0.000001612         ,2020      
239Np     ,239.052937538       ,0.000001406         ,2020      
239Pu     ,239.052161596       ,0.000001194         ,2020      
239Am     ,239.053022729       ,0.000002127         ,2020      
239Cm     ,239.054908519       ,0.000161107         ,2020      
239Bk     ,239.058239          ,0.000222            ,2020      
239Cf     ,239.062482          ,0.000129            ,2020      
239Es     ,239.068310          ,0.000322            ,2020      
240Pa     ,240.061203          ,0.000215            ,2020      
240U      ,240.056592411       ,0.000002740         ,2020      
240Np     ,240.056163778       ,0.000018284         ,2020      
240Pu     ,240.053811740       ,0.000001186         ,2020      
240Am     ,240.055298374       ,0.000014849         ,2020      
240Cm     ,240.055528233       ,0.000002045         ,2020      
240Bk     ,240.059758          ,0.000161            ,2020      
240Cf     ,240.062253447       ,0.000019360         ,2020      
240Es     ,240.068949          ,0.000393            ,2020      
241Pa     ,241.064134          ,0.000322            ,2020      
241U      ,241.060330          ,0.000210            ,2020      
241Np     ,241.058309671       ,0.000107360         ,2020      
241Pu     ,241.056849651       ,0.000001186         ,2020      
241Am     ,241.056827343       ,0.000001195         ,2020      
241Cm     ,241.057651218       ,0.000001725         ,2020      
241Bk     ,241.060098          ,0.000178            ,2020      
241Cf     ,241.063690          ,0.000180            ,2020      
241Es     ,241.068592          ,0.000248            ,2020      
241Fm     ,241.074311          ,0.000322            ,2020      
242U      ,242.062931          ,0.000215            ,2020      
242Np     ,242.061639548       ,0.000214712         ,2020      
242Pu     ,242.058740979       ,0.000001336         ,2020      
242Am     ,242.059547358       ,0.000001199         ,2020      
242Cm     ,242.058834187       ,0.000001224         ,2020      
242Bk     ,242.061999          ,0.000144            ,2020      
242Cf     ,242.063754544       ,0.000013840         ,2020      
242Es     ,242.069567          ,0.000276            ,2020      
242Fm     ,242.073430          ,0.000430            ,2020      
243U      ,243.067075          ,0.000322            ,2020      
243Np     ,243.064204          ,0.000034            ,2020      
243Pu     ,243.062002068       ,0.000002728         ,2020      
243Am     ,243.061379889       ,0.000001490         ,2020      
243Cm     ,243.061387329       ,0.000001605         ,2020      
243Bk     ,243.063005905       ,0.000004856         ,2020      
243Cf     ,243.065475          ,0.000194            ,2020      
243Es     ,243.069508          ,0.000222            ,2020      
243Fm     ,243.074414          ,0.000140            ,2020      
244Np     ,244.067891          ,0.000107            ,2020      
244Pu     ,244.064204401       ,0.000002518         ,2020      
244Am     ,244.064282892       ,0.000001600         ,2020      
244Cm     ,244.062750622       ,0.000001187         ,2020      
244Bk     ,244.065178969       ,0.000015457         ,2020      
244Cf     ,244.065999447       ,0.000002809         ,2020      
244Es     ,244.070881          ,0.000195            ,2020      
244Fm     ,244.074036          ,0.000216            ,2020      
244Md     ,244.081157          ,0.000402            ,2020      
245Np     ,245.070693          ,0.000215            ,2020      
245Pu     ,245.067824554       ,0.000014621         ,2020      
245Am     ,245.066452827       ,0.000002024         ,2020      
245Cm     ,245.065491047       ,0.000001233         ,2020      
245Bk     ,245.066359814       ,0.000001923         ,2020      
245Cf     ,245.068046755       ,0.000002606         ,2020      
245Es     ,245.071192          ,0.000178            ,2020      
245Fm     ,245.075354          ,0.000210            ,2020      
245Md     ,245.080864          ,0.000279            ,2020      
246Pu     ,246.070204172       ,0.000016087         ,2020      
246Am     ,246.069774          ,0.000019            ,2020      
246Cm     ,246.067222016       ,0.000001637         ,2020      
246Bk     ,246.068671300       ,0.000064433         ,2020      
246Cf     ,246.068803685       ,0.000001625         ,2020      
246Es     ,246.072806474       ,0.000096538         ,2020      
246Fm     ,246.075353334       ,0.000014675         ,2020      
246Md     ,246.081713          ,0.000279            ,2020      
247Pu     ,247.074300          ,0.000215            ,2020      
247Am     ,247.072092          ,0.000107            ,2020      
247Cm     ,247.070352678       ,0.000004076         ,2020      
247Bk     ,247.070305889       ,0.000005570         ,2020      
247Cf     ,247.070971348       ,0.000015380         ,2020      
247Es     ,247.073621929       ,0.000020870         ,2020      
247Fm     ,247.076944          ,0.000194            ,2020      
247Md     ,247.081520          ,0.000223            ,2020      
248Am     ,248.075752          ,0.000215            ,2020      
248Cm     ,248.072349086       ,0.000002531         ,2020      
248Bk     ,248.073141689       ,0.000053739         ,2020      
248Cf     ,248.072182905       ,0.000005497         ,2020      
248Es     ,248.075469          ,0.000056            ,2020      
248Fm     ,248.077185451       ,0.000009122         ,2020      
248Md     ,248.082607          ,0.000198            ,2020      
248No     ,248.086623          ,0.000241            ,2020      
249Am     ,249.078480          ,0.000320            ,2020      
249Cm     ,249.075953992       ,0.000002545         ,2020      
249Bk     ,249.074983118       ,0.000001339         ,2020      
249Cf     ,249.074850428       ,0.000001269         ,2020      
249Es     ,249.076409          ,0.000032            ,2020      
249Fm     ,249.078926042       ,0.000006668         ,2020      
249Md     ,249.082857155       ,0.000176516         ,2020      
249No     ,249.087802          ,0.000300            ,2020      
250Cm     ,250.078357541       ,0.000011029         ,2020      
250Bk     ,250.078317195       ,0.000003110         ,2020      
250Cf     ,250.076404494       ,0.000001650         ,2020      
250Es     ,250.078611          ,0.000107            ,2020      
250Fm     ,250.079519765       ,0.000008468         ,2020      
250Md     ,250.084164934       ,0.000097606         ,2020      
250No     ,250.087565          ,0.000215            ,2020      
251Cm     ,251.082284988       ,0.000024367         ,2020      
251Bk     ,251.080760555       ,0.000011523         ,2020      
251Cf     ,251.079587171       ,0.000004187         ,2020      
251Es     ,251.079991431       ,0.000005676         ,2020      
251Fm     ,251.081545130       ,0.000015342         ,2020      
251Md     ,251.084774287       ,0.000020310         ,2020      
251No     ,251.088942          ,0.000194            ,2020      
251Lr     ,251.094289          ,0.000215            ,2020      
252Cm     ,252.084870          ,0.000320            ,2020      
252Bk     ,252.084310          ,0.000215            ,2020      
252Cf     ,252.081626507       ,0.000002531         ,2020      
252Es     ,252.082979173       ,0.000053736         ,2020      
252Fm     ,252.082466019       ,0.000005604         ,2020      
252Md     ,252.086385000       ,0.000098000         ,2020      
252No     ,252.088966070       ,0.000009975         ,2020      
252Lr     ,252.095048          ,0.000198            ,2020      
253Bk     ,253.086880          ,0.000385            ,2020      
253Cf     ,253.085133723       ,0.000004570         ,2020      
253Es     ,253.084821241       ,0.000001341         ,2020      
253Fm     ,253.085180945       ,0.000001662         ,2020      
253Md     ,253.087143          ,0.000034            ,2020      
253No     ,253.090562780       ,0.000007420         ,2020      
253Lr     ,253.095033850       ,0.000176634         ,2020      
253Rf     ,253.100528          ,0.000440            ,2020      
254Bk     ,254.090600          ,0.000320            ,2020      
254Cf     ,254.087323575       ,0.000012304         ,2020      
254Es     ,254.088024337       ,0.000003152         ,2020      
254Fm     ,254.086852424       ,0.000001978         ,2020      
254Md     ,254.089590          ,0.000107            ,2020      
254No     ,254.090954211       ,0.000010367         ,2020      
254Lr     ,254.096238813       ,0.000098026         ,2020      
254Rf     ,254.100055          ,0.000304            ,2020      
255Cf     ,255.091046          ,0.000215            ,2020      
255Es     ,255.090273504       ,0.000011612         ,2020      
255Fm     ,255.089963495       ,0.000004223         ,2020      
255Md     ,255.091081702       ,0.000005976         ,2020      
255No     ,255.093196439       ,0.000015079         ,2020      
255Lr     ,255.096562399       ,0.000019000         ,2020      
255Rf     ,255.101267          ,0.000194            ,2020      
255Db     ,255.106919          ,0.000304            ,2020      
256Cf     ,256.093442          ,0.000338            ,2020      
256Es     ,256.093597          ,0.000107            ,2020      
256Fm     ,256.091771699       ,0.000003241         ,2020      
256Md     ,256.093888          ,0.000133            ,2020      
256No     ,256.094281912       ,0.000008103         ,2020      
256Lr     ,256.098494024       ,0.000089000         ,2020      
256Rf     ,256.101151464       ,0.000019160         ,2020      
256Db     ,256.107674          ,0.000201            ,2020      
257Es     ,257.095979          ,0.000441            ,2020      
257Fm     ,257.095105419       ,0.000004669         ,2020      
257Md     ,257.095537343       ,0.000001683         ,2020      
257No     ,257.096884203       ,0.000006652         ,2020      
257Lr     ,257.099480          ,0.000047            ,2020      
257Rf     ,257.102916796       ,0.000011612         ,2020      
257Db     ,257.107520042       ,0.000176741         ,2020      
258Es     ,258.099520          ,0.000430            ,2020      
258Fm     ,258.097077          ,0.000215            ,2020      
258Md     ,258.098433634       ,0.000003729         ,2020      
258No     ,258.098205          ,0.000107            ,2020      
258Lr     ,258.101753          ,0.000109            ,2020      
258Rf     ,258.103429895       ,0.000017288         ,2020      
258Db     ,258.108972995       ,0.000098613         ,2020      
258Sg     ,258.113040          ,0.000443            ,2020      
259Fm     ,259.100596          ,0.000304            ,2020      
259Md     ,259.100445          ,0.000108            ,2020      
259No     ,259.100998364       ,0.000006829         ,2020      
259Lr     ,259.102900          ,0.000076            ,2020      
259Rf     ,259.105601          ,0.000078            ,2020      
259Db     ,259.109491859       ,0.000060854         ,2020      
259Sg     ,259.114353          ,0.000194            ,2020      
260Fm     ,260.102809          ,0.000467            ,2020      
260Md     ,260.103650          ,0.000339            ,2020      
260No     ,260.102641          ,0.000215            ,2020      
260Lr     ,260.105504          ,0.000134            ,2020      
260Rf     ,260.106440          ,0.000215            ,2020      
260Db     ,260.111297          ,0.000100            ,2020      
260Sg     ,260.114383435       ,0.000022045         ,2020      
260Bh     ,260.121443          ,0.000211            ,2020      
261Md     ,261.105828          ,0.000546            ,2020      
261No     ,261.105696          ,0.000215            ,2020      
261Lr     ,261.106879          ,0.000215            ,2020      
261Rf     ,261.108769591       ,0.000070492         ,2020      
261Db     ,261.111979          ,0.000118            ,2020      
261Sg     ,261.115948135       ,0.000019853         ,2020      
261Bh     ,261.121395733       ,0.000193026         ,2020      
