z         nuclide   A         mass                uncertainty         Year/link 
60        Nd        149       148.920154583       0.000002205         2020      
60        Nd        150       149.920901322       0.000001211         2020      
60        Nd        151       150.923839363       0.000001215         2020      
60        Nd        152       151.924691242       0.000026276         2020      
60        Nd        153       152.927717868       0.000002949         2020      
60        Nd        154       153.929597404       0.000001100         2020      
60        Nd        155       154.933135598       0.000009826         2020      
60        Nd        156       155.935370358       0.000001400         2020      
60        Nd        157       156.939351074       0.000002294         2020      
60        Nd        158       157.942205620       0.000001400         2020      
60        Nd        159       158.946619085       0.000032000         2020      
60        Nd        160       159.949839172       0.000050000         2020      
60        Nd        161       160.954664          0.000429            2020      
60        Nd        162       161.958121          0.000429            2020      
60        Nd        163       162.963414          0.000537            2020      
--------------------------------------------------------------------------------
61        Pm        126       125.957327          0.000537            2020      
61        Pm        127       126.951358          0.000429            2020      
61        Pm        128       127.948234          0.000322            2020      
61        Pm        129       128.942909          0.000322            2020      
61        Pm        130       129.940451          0.000215            2020      
61        Pm        131       130.935834          0.000215            2020      
61        Pm        132       131.933840          0.000160            2020      
61        Pm        133       132.929782000       0.000054000         2020      
61        Pm        134       133.928326000       0.000045000         2020      
61        Pm        135       134.924785000       0.000089000         2020      
61        Pm        136       135.923595949       0.000074152         2020      
61        Pm        137       136.920479519       0.000014000         2020      
61        Pm        138       137.919576119       0.000012456         2020      
61        Pm        139       138.916799228       0.000014587         2020      
61        Pm        140       139.916035918       0.000026001         2020      
61        Pm        141       140.913555081       0.000015000         2020      
61        Pm        142       141.912890982       0.000025330         2020      
61        Pm        143       142.910938068       0.000003160         2020      
61        Pm        144       143.912596208       0.000003126         2020      
61        Pm        145       144.912755748       0.000003011         2020      
61        Pm        146       145.914702240       0.000004589         2020      
61        Pm        147       146.915144944       0.000001382         2020      
61        Pm        148       147.917481091       0.000006108         2020      
61        Pm        149       148.918341507       0.000002344         2020      
61        Pm        150       149.920990014       0.000021504         2020      
61        Pm        151       150.921216613       0.000004949         2020      
61        Pm        152       151.923505185       0.000027809         2020      
61        Pm        153       152.924156252       0.000009729         2020      
61        Pm        154       153.926712791       0.000026861         2020      
61        Pm        155       154.928136951       0.000005065         2020      
61        Pm        156       155.931114059       0.000001275         2020      
61        Pm        157       156.933121298       0.000007521         2020      
61        Pm        158       157.936546948       0.000000953         2020      
61        Pm        159       158.939286409       0.000010777         2020      
61        Pm        160       159.943215272       0.000002200         2020      
61        Pm        161       160.946229837       0.000009700         2020      
61        Pm        162       161.950574          0.000322            2020      
61        Pm        163       162.953881          0.000429            2020      
61        Pm        164       163.958819          0.000429            2020      
61        Pm        165       164.962780          0.000537            2020      
--------------------------------------------------------------------------------
62        Sm        128       127.957971          0.000537            2020      
62        Sm        129       128.954557          0.000537            2020      
62        Sm        130       129.948792          0.000429            2020      
62        Sm        131       130.946022          0.000429            2020      
62        Sm        132       131.940805          0.000322            2020      
62        Sm        133       132.938560          0.000320            2020      
62        Sm        134       133.934110          0.000210            2020      
62        Sm        135       134.932520000       0.000166000         2020      
62        Sm        136       135.928275553       0.000013416         2020      
62        Sm        137       136.927007959       0.000030718         2020      
62        Sm        138       137.923243988       0.000012686         2020      
62        Sm        139       138.922296631       0.000011684         2020      
62        Sm        140       139.918994714       0.000013416         2020      
62        Sm        141       140.918481545       0.000009162         2020      
62        Sm        142       141.915209415       0.000002002         2020      
62        Sm        143       142.914634848       0.000002951         2020      
62        Sm        144       143.912006285       0.000001566         2020      
62        Sm        145       144.913417157       0.000001594         2020      
62        Sm        146       145.913046835       0.000003269         2020      
62        Sm        147       146.914904401       0.000001354         2020      
62        Sm        148       147.914829233       0.000001337         2020      
62        Sm        149       148.917191211       0.000001241         2020      
62        Sm        150       149.917281993       0.000001193         2020      
62        Sm        151       150.919938859       0.000001191         2020      
62        Sm        152       151.919738646       0.000001090         2020      
62        Sm        153       152.922103576       0.000001100         2020      
62        Sm        154       153.922215756       0.000001400         2020      
62        Sm        155       154.924646645       0.000001429         2020      
62        Sm        156       155.925538191       0.000009148         2020      
62        Sm        157       156.928418598       0.000004759         2020      
62        Sm        158       157.929949262       0.000005133         2020      
62        Sm        159       158.933217130       0.000006370         2020      
62        Sm        160       159.935337032       0.000002100         2020      
62        Sm        161       160.939160062       0.000007318         2020      
62        Sm        162       161.941621687       0.000003782         2020      
62        Sm        163       162.945679085       0.000007900         2020      
62        Sm        164       163.948550061       0.000004400         2020      
62        Sm        165       164.953290          0.000429            2020      
62        Sm        166       165.956575          0.000429            2020      
62        Sm        167       166.962072          0.000537            2020      
62        Sm        168       167.966033          0.000322            2020      
--------------------------------------------------------------------------------
63        Eu        130       129.964022          0.000578            2020      
63        Eu        131       130.957634          0.000429            2020      
63        Eu        132       131.954696          0.000429            2020      
63        Eu        133       132.949290          0.000320            2020      
63        Eu        134       133.946537          0.000322            2020      
63        Eu        135       134.941870          0.000210            2020      
63        Eu        136       135.939620          0.000210            2020      
63        Eu        137       136.935430719       0.000004700         2020      
63        Eu        138       137.933709000       0.000030000         2020      
63        Eu        139       138.929792307       0.000014117         2020      
63        Eu        140       139.928087633       0.000055328         2020      
63        Eu        141       140.924931734       0.000013568         2020      
63        Eu        142       141.923446719       0.000032268         2020      
63        Eu        143       142.920298678       0.000011793         2020      
63        Eu        144       143.918819481       0.000011580         2020      
63        Eu        145       144.916272659       0.000003285         2020      
63        Eu        146       145.917210852       0.000006451         2020      
63        Eu        147       146.916752440       0.000002758         2020      
63        Eu        148       147.918091288       0.000010693         2020      
63        Eu        149       148.917936875       0.000004190         2020      
63        Eu        150       149.919707092       0.000006688         2020      
63        Eu        151       150.919856606       0.000001251         2020      
63        Eu        152       151.921750980       0.000001252         2020      
63        Eu        153       152.921236789       0.000001257         2020      
63        Eu        154       153.922985699       0.000001275         2020      
63        Eu        155       154.922899847       0.000001343         2020      
63        Eu        156       155.924762976       0.000003791         2020      
63        Eu        157       156.925432556       0.000004545         2020      
63        Eu        158       157.927782192       0.000002181         2020      
63        Eu        159       158.929099512       0.000004637         2020      
63        Eu        160       159.931836982       0.000000970         2020      
63        Eu        161       160.933663991       0.000011164         2020      
63        Eu        162       161.936958329       0.000001410         2020      
63        Eu        163       162.939265510       0.000000970         2020      
63        Eu        164       163.942852943       0.000002219         2020      
63        Eu        165       164.945540070       0.000005596         2020      
63        Eu        166       165.949813          0.000107            2020      
63        Eu        167       166.953011          0.000429            2020      
63        Eu        168       167.957863          0.000429            2020      
63        Eu        169       168.961717          0.000537            2020      
63        Eu        170       169.966870          0.000537            2020      
--------------------------------------------------------------------------------
64        Gd        133       132.961288          0.000537            2020      
64        Gd        134       133.955416          0.000429            2020      
64        Gd        135       134.952496          0.000429            2020      
64        Gd        136       135.947300          0.000320            2020      
64        Gd        137       136.945020          0.000320            2020      
64        Gd        138       137.940247          0.000215            2020      
64        Gd        139       138.938130          0.000210            2020      
64        Gd        140       139.933674000       0.000030000         2020      
64        Gd        141       140.932126000       0.000021213         2020      
64        Gd        142       141.928116000       0.000030000         2020      
64        Gd        143       142.926750678       0.000215032         2020      
64        Gd        144       143.922963000       0.000030000         2020      
64        Gd        145       144.921710051       0.000021165         2020      
64        Gd        146       145.918318513       0.000004376         2020      
64        Gd        147       146.919101014       0.000002025         2020      
64        Gd        148       147.918121414       0.000001566         2020      
64        Gd        149       148.919347666       0.000003553         2020      
64        Gd        150       149.918663949       0.000006500         2020      
64        Gd        151       150.920354922       0.000003212         2020      
64        Gd        152       151.919798414       0.000001081         2020      
64        Gd        153       152.921756945       0.000001075         2020      
64        Gd        154       153.920872974       0.000001066         2020      
64        Gd        155       154.922629356       0.000001055         2020      
64        Gd        156       155.922130120       0.000001054         2020      
64        Gd        157       156.923967424       0.000001048         2020      
64        Gd        158       157.924111200       0.000001048         2020      
64        Gd        159       158.926395822       0.000001051         2020      
64        Gd        160       159.927061202       0.000001206         2020      
64        Gd        161       160.929676267       0.000001614         2020      
64        Gd        162       161.930991812       0.000004254         2020      
64        Gd        163       162.934096640       0.000000855         2020      
64        Gd        164       163.935916193       0.000001073         2020      
64        Gd        165       164.939317080       0.000001400         2020      
64        Gd        166       165.941630413       0.000001700         2020      
64        Gd        167       166.945490012       0.000005596         2020      
64        Gd        168       167.948309          0.000322            2020      
64        Gd        169       168.952882          0.000429            2020      
64        Gd        170       169.956146          0.000537            2020      
64        Gd        171       170.961127          0.000537            2020      
64        Gd        172       171.964605          0.000322            2020      
--------------------------------------------------------------------------------
65        Tb        135       134.964516          0.000429            2020      
65        Tb        136       135.961460          0.000537            2020      
65        Tb        137       136.956020          0.000430            2020      
65        Tb        138       137.953193          0.000322            2020      
65        Tb        139       138.948330          0.000320            2020      
65        Tb        140       139.945805048       0.000859359         2020      
65        Tb        141       140.941448000       0.000113000         2020      
65        Tb        142       141.939280858       0.000752079         2020      
65        Tb        143       142.935137332       0.000055000         2020      
65        Tb        144       143.933045000       0.000030000         2020      
65        Tb        145       144.928717001       0.000119051         2020      
65        Tb        146       145.927252739       0.000048159         2020      
65        Tb        147       146.924054620       0.000008691         2020      
65        Tb        148       147.924275476       0.000013379         2020      
65        Tb        149       148.923253792       0.000003895         2020      
65        Tb        150       149.923664799       0.000007912         2020      
65        Tb        151       150.923108970       0.000004395         2020      
65        Tb        152       151.924081855       0.000042955         2020      
65        Tb        153       152.923441694       0.000004237         2020      
65        Tb        154       153.924683681       0.000048641         2020      
65        Tb        155       154.923509511       0.000010552         2020      
65        Tb        156       155.924754209       0.000004044         2020      
65        Tb        157       156.924031888       0.000001092         2020      
65        Tb        158       157.925419942       0.000001360         2020      
65        Tb        159       158.925353707       0.000001184         2020      
65        Tb        160       159.927174553       0.000001191         2020      
65        Tb        161       160.927576806       0.000001308         2020      
65        Tb        162       161.929275400       0.000002200         2020      
65        Tb        163       162.930653609       0.000004358         2020      
65        Tb        164       163.933327561       0.000002000         2020      
65        Tb        165       164.934955198       0.000001654         2020      
65        Tb        166       165.937939727       0.000001570         2020      
65        Tb        167       166.940007046       0.000002071         2020      
65        Tb        168       167.943337074       0.000004500         2020      
65        Tb        169       168.945807          0.000322            2020      
65        Tb        170       169.949855          0.000322            2020      
65        Tb        171       170.953011          0.000429            2020      
65        Tb        172       171.957391          0.000537            2020      
65        Tb        173       172.960805          0.000537            2020      
65        Tb        174       173.965679          0.000537            2020      
--------------------------------------------------------------------------------
66        Dy        138       137.962500          0.000540            2020      
66        Dy        139       138.959527          0.000537            2020      
66        Dy        140       139.954020          0.000430            2020      
66        Dy        141       140.951280          0.000320            2020      
66        Dy        142       141.946194          0.000782            2020      
66        Dy        143       142.943994332       0.000014000         2020      
66        Dy        144       143.939269512       0.000007700         2020      
66        Dy        145       144.937473992       0.000007000         2020      
66        Dy        146       145.932844526       0.000007187         2020      
66        Dy        147       146.931082712       0.000009500         2020      
66        Dy        148       147.927149944       0.000009365         2020      
66        Dy        149       148.927327516       0.000009858         2020      
66        Dy        150       149.925593068       0.000004636         2020      
66        Dy        151       150.926191279       0.000003486         2020      
66        Dy        152       151.924725274       0.000004930         2020      
66        Dy        153       152.925771729       0.000004295         2020      
66        Dy        154       153.924428920       0.000007977         2020      
66        Dy        155       154.925758049       0.000010354         2020      
66        Dy        156       155.924283593       0.000001060         2020      
66        Dy        157       156.925469555       0.000005532         2020      
66        Dy        158       157.924414817       0.000002509         2020      
66        Dy        159       158.925745938       0.000001544         2020      
66        Dy        160       159.925203578       0.000000751         2020      
66        Dy        161       160.926939425       0.000000748         2020      
66        Dy        162       161.926804507       0.000000746         2020      
66        Dy        163       162.928737221       0.000000744         2020      
66        Dy        164       163.929180819       0.000000746         2020      
66        Dy        165       164.931709402       0.000000748         2020      
66        Dy        166       165.932812810       0.000000862         2020      
66        Dy        167       166.935682415       0.000004300         2020      
66        Dy        168       167.937134977       0.000150303         2020      
66        Dy        169       168.940315231       0.000322781         2020      
66        Dy        170       169.942340          0.000215            2020      
66        Dy        171       170.946312          0.000215            2020      
66        Dy        172       171.948728          0.000322            2020      
66        Dy        173       172.953043          0.000429            2020      
66        Dy        174       173.955845          0.000537            2020      
66        Dy        175       174.960569          0.000537            2020      
66        Dy        176       175.963918          0.000537            2020      
--------------------------------------------------------------------------------
67        Ho        140       139.968526          0.000537            2020      
67        Ho        141       140.963108          0.000430            2020      
67        Ho        142       141.960010          0.000430            2020      
67        Ho        143       142.954860          0.000320            2020      
67        Ho        144       143.952109712       0.000009100         2020      
67        Ho        145       144.947267392       0.000008000         2020      
67        Ho        146       145.944993503       0.000007071         2020      
67        Ho        147       146.940142293       0.000005368         2020      
67        Ho        148       147.937743925       0.000090000         2020      
67        Ho        149       148.933820457       0.000012866         2020      
67        Ho        150       149.933498353       0.000015209         2020      
67        Ho        151       150.931698176       0.000008908         2020      
67        Ho        152       151.931717618       0.000013449         2020      
67        Ho        153       152.930206671       0.000005438         2020      
67        Ho        154       153.930606776       0.000008820         2020      
67        Ho        155       154.929103363       0.000018754         2020      
67        Ho        156       155.929641634       0.000041249         2020      
67        Ho        157       156.928251974       0.000025194         2020      
67        Ho        158       157.928944910       0.000029099         2020      
67        Ho        159       158.927718683       0.000003268         2020      
67        Ho        160       159.928735538       0.000016120         2020      
67        Ho        161       160.927861815       0.000002309         2020      
67        Ho        162       161.929102543       0.000003330         2020      
67        Ho        163       162.928740260       0.000000744         2020      
67        Ho        164       163.930240548       0.000001492         2020      
67        Ho        165       164.930329116       0.000000844         2020      
67        Ho        166       165.932291209       0.000000844         2020      
67        Ho        167       166.933140254       0.000005570         2020      
67        Ho        168       167.935523766       0.000032207         2020      
67        Ho        169       168.936879890       0.000021522         2020      
67        Ho        170       169.939626548       0.000053697         2020      
67        Ho        171       170.941472713       0.000644128         2020      
67        Ho        172       171.944730          0.000210            2020      
67        Ho        173       172.947020          0.000320            2020      
67        Ho        174       173.950757          0.000322            2020      
67        Ho        175       174.953516          0.000429            2020      
67        Ho        176       175.957713          0.000537            2020      
67        Ho        177       176.961052          0.000537            2020      
67        Ho        178       177.965507          0.000537            2020      
--------------------------------------------------------------------------------
68        Er        142       141.970016          0.000537            2020      
68        Er        143       142.966548          0.000429            2020      
68        Er        144       143.960700          0.000210            2020      
68        Er        145       144.957874          0.000215            2020      
68        Er        146       145.952418357       0.000007197         2020      
68        Er        147       146.949964456       0.000041000         2020      
68        Er        148       147.944735026       0.000011000         2020      
68        Er        149       148.942306000       0.000030000         2020      
68        Er        150       149.937915524       0.000018458         2020      
68        Er        151       150.937448567       0.000017681         2020      
68        Er        152       151.935050347       0.000009478         2020      
68        Er        153       152.935086350       0.000009967         2020      
68        Er        154       153.932790799       0.000005325         2020      
68        Er        155       154.933215710       0.000006520         2020      
68        Er        156       155.931065926       0.000026440         2020      
68        Er        157       156.931922652       0.000028454         2020      
68        Er        158       157.929893474       0.000027074         2020      
68        Er        159       158.930690790       0.000003910         2020      
68        Er        160       159.929077193       0.000026029         2020      
68        Er        161       160.930003530       0.000009419         2020      
68        Er        162       161.928787299       0.000000811         2020      
68        Er        163       162.930039908       0.000004967         2020      
68        Er        164       163.929207739       0.000000755         2020      
68        Er        165       164.930733482       0.000000985         2020      
68        Er        166       165.930301067       0.000000358         2020      
68        Er        167       166.932056192       0.000000306         2020      
68        Er        168       167.932378282       0.000000280         2020      
68        Er        169       168.934598444       0.000000326         2020      
68        Er        170       169.935471933       0.000001488         2020      
68        Er        171       170.938037372       0.000001511         2020      
68        Er        172       171.939363461       0.000004253         2020      
68        Er        173       172.942400          0.000210            2020      
68        Er        174       173.944230          0.000320            2020      
68        Er        175       174.947770          0.000430            2020      
68        Er        176       175.949940          0.000430            2020      
68        Er        177       176.953990          0.000540            2020      
68        Er        178       177.956779          0.000640            2020      
68        Er        179       178.961267          0.000537            2020      
68        Er        180       179.964380          0.000537            2020      
--------------------------------------------------------------------------------
69        Tm        144       143.976211          0.000429            2020      
69        Tm        145       144.970389          0.000210            2020      
69        Tm        146       145.966661          0.000215            2020      
69        Tm        147       146.961379887       0.000007341         2020      
69        Tm        148       147.958384026       0.000011000         2020      
69        Tm        149       148.952828          0.000215            2020      
69        Tm        150       149.950090          0.000210            2020      
69        Tm        151       150.945494433       0.000020799         2020      
69        Tm        152       151.944476000       0.000058000         2020      
69        Tm        153       152.942058023       0.000012860         2020      
69        Tm        154       153.941570062       0.000015471         2020      
69        Tm        155       154.939209576       0.000010651         2020      
69        Tm        156       155.938985746       0.000015328         2020      
69        Tm        157       156.936973000       0.000030000         2020      
69        Tm        158       157.936979525       0.000027074         2020      
69        Tm        159       158.934975000       0.000030000         2020      
69        Tm        160       159.935264177       0.000035089         2020      
69        Tm        161       160.933549000       0.000030000         2020      
69        Tm        162       161.934001211       0.000027974         2020      
69        Tm        163       162.932658282       0.000005920         2020      
69        Tm        164       163.933538019       0.000026845         2020      
69        Tm        165       164.932441843       0.000001779         2020      
69        Tm        166       165.933562136       0.000012401         2020      
69        Tm        167       166.932857206       0.000001350         2020      
69        Tm        168       167.934178457       0.000001800         2020      
69        Tm        169       168.934218956       0.000000792         2020      
69        Tm        170       169.935807093       0.000000785         2020      
69        Tm        171       170.936435162       0.000001043         2020      
69        Tm        172       171.938406959       0.000005884         2020      
69        Tm        173       172.939606630       0.000004723         2020      
69        Tm        174       173.942174061       0.000048010         2020      
69        Tm        175       174.943842310       0.000053677         2020      
69        Tm        176       175.946997707       0.000107354         2020      
69        Tm        177       176.948932          0.000215            2020      
69        Tm        178       177.952506          0.000322            2020      
69        Tm        179       178.955018          0.000429            2020      
69        Tm        180       179.959023          0.000429            2020      
69        Tm        181       180.961954          0.000537            2020      
69        Tm        182       181.966194          0.000537            2020      
--------------------------------------------------------------------------------
70        Yb        148       147.967547          0.000429            2020      
70        Yb        149       148.964219          0.000322            2020      
70        Yb        150       149.958314          0.000322            2020      
70        Yb        151       150.955402453       0.000322591         2020      
70        Yb        152       151.950326699       0.000160718         2020      
70        Yb        153       152.949372          0.000215            2020      
70        Yb        154       153.946395696       0.000018551         2020      
70        Yb        155       154.945783216       0.000017820         2020      
70        Yb        156       155.942817096       0.000009992         2020      
70        Yb        157       156.942651368       0.000011706         2020      
70        Yb        158       157.939871202       0.000008559         2020      
70        Yb        159       158.940060257       0.000018874         2020      
70        Yb        160       159.937559210       0.000005900         2020      
70        Yb        161       160.937912384       0.000016211         2020      
70        Yb        162       161.935779342       0.000016213         2020      
70        Yb        163       162.936345406       0.000016215         2020      
70        Yb        164       163.934500743       0.000016217         2020      
70        Yb        165       164.935270241       0.000028490         2020      
70        Yb        166       165.933876439       0.000007515         2020      
70        Yb        167       166.934954069       0.000004251         2020      
70        Yb        168       167.933891297       0.000000100         2020      
70        Yb        169       168.935184208       0.000000191         2020      
70        Yb        170       169.934767242       0.000000011         2020      
70        Yb        171       170.936331515       0.000000013         2020      
70        Yb        172       171.936386654       0.000000014         2020      
70        Yb        173       172.938216211       0.000000012         2020      
70        Yb        174       173.938867545       0.000000011         2020      
70        Yb        175       174.941281907       0.000000076         2020      
70        Yb        176       175.942574706       0.000000015         2020      
70        Yb        177       176.945263846       0.000000236         2020      
70        Yb        178       177.946669400       0.000007072         2020      
70        Yb        179       178.949930          0.000215            2020      
70        Yb        180       179.951991          0.000322            2020      
70        Yb        181       180.955890          0.000320            2020      
70        Yb        182       181.958239          0.000429            2020      
70        Yb        183       182.962426          0.000429            2020      
70        Yb        184       183.965002          0.000540            2020      
70        Yb        185       184.969425          0.000537            2020      
--------------------------------------------------------------------------------
71        Lu        150       149.973407          0.000322            2020      
71        Lu        151       150.967471          0.000322            2020      
71        Lu        152       151.964120          0.000210            2020      
71        Lu        153       152.958802248       0.000161050         2020      
71        Lu        154       153.957416          0.000216            2020      
71        Lu        155       154.954326005       0.000020660         2020      
71        Lu        156       155.953086606       0.000058102         2020      
71        Lu        157       156.950144807       0.000012961         2020      
71        Lu        158       157.949315620       0.000016236         2020      
71        Lu        159       158.946635615       0.000040433         2020      
71        Lu        160       159.946033000       0.000061000         2020      
71        Lu        161       160.943572000       0.000030000         2020      
71        Lu        162       161.943282776       0.000080554         2020      
71        Lu        163       162.941179000       0.000030000         2020      
71        Lu        164       163.941339000       0.000030000         2020      
71        Lu        165       164.939406758       0.000028490         2020      
71        Lu        166       165.939859000       0.000032000         2020      
71        Lu        167       166.938243000       0.000040000         2020      
71        Lu        168       167.938729798       0.000040766         2020      
71        Lu        169       168.937645845       0.000003226         2020      
71        Lu        170       169.938479230       0.000018081         2020      
71        Lu        171       170.937918591       0.000001999         2020      
71        Lu        172       171.939091320       0.000002507         2020      
71        Lu        173       172.938935722       0.000001682         2020      
71        Lu        174       173.940342840       0.000001682         2020      
71        Lu        175       174.940777211       0.000001295         2020      
71        Lu        176       175.942691711       0.000001301         2020      
71        Lu        177       176.943763570       0.000001310         2020      
71        Lu        178       177.945960065       0.000002416         2020      
71        Lu        179       178.947332985       0.000005528         2020      
71        Lu        180       179.949890744       0.000075926         2020      
71        Lu        181       180.951908000       0.000135000         2020      
71        Lu        182       181.955158          0.000215            2020      
71        Lu        183       182.957363000       0.000086000         2020      
71        Lu        184       183.961030          0.000215            2020      
71        Lu        185       184.963542          0.000322            2020      
71        Lu        186       185.967450          0.000429            2020      
71        Lu        187       186.970188          0.000429            2020      
71        Lu        188       187.974428          0.000429            2020      
--------------------------------------------------------------------------------
72        Hf        153       152.970692          0.000322            2020      
72        Hf        154       153.964863          0.000322            2020      
72        Hf        155       154.963167          0.000322            2020      
72        Hf        156       155.959399083       0.000160752         2020      
72        Hf        157       156.958288          0.000215            2020      
72        Hf        158       157.954801217       0.000018780         2020      
72        Hf        159       158.953995837       0.000018049         2020      
72        Hf        160       159.950682728       0.000010241         2020      
72        Hf        161       160.950277927       0.000025174         2020      
72        Hf        162       161.947215526       0.000009610         2020      
72        Hf        163       162.947107211       0.000027582         2020      
72        Hf        164       163.944370709       0.000016975         2020      
72        Hf        165       164.944567000       0.000030000         2020      
72        Hf        166       165.942180000       0.000030000         2020      
72        Hf        167       166.942600000       0.000030000         2020      
72        Hf        168       167.940568000       0.000030000         2020      
72        Hf        169       168.941259000       0.000030000         2020      
72        Hf        170       169.939609000       0.000030000         2020      
72        Hf        171       170.940492000       0.000031000         2020      
72        Hf        172       171.939449716       0.000026224         2020      
72        Hf        173       172.940513000       0.000030000         2020      
72        Hf        174       173.940048377       0.000002425         2020      
72        Hf        175       174.941511424       0.000002450         2020      
72        Hf        176       175.941409797       0.000001591         2020      
72        Hf        177       176.943230187       0.000001514         2020      
72        Hf        178       177.943708322       0.000001519         2020      
72        Hf        179       178.945825705       0.000001520         2020      
72        Hf        180       179.946559537       0.000001525         2020      
72        Hf        181       180.949110834       0.000001527         2020      
72        Hf        182       181.950563684       0.000006619         2020      
72        Hf        183       182.953533203       0.000032251         2020      
72        Hf        184       183.955448507       0.000042625         2020      
72        Hf        185       184.958862000       0.000069000         2020      
72        Hf        186       185.960897000       0.000055000         2020      
72        Hf        187       186.964573          0.000215            2020      
72        Hf        188       187.966903          0.000322            2020      
72        Hf        189       188.970853          0.000322            2020      
72        Hf        190       189.973376          0.000429            2020      
--------------------------------------------------------------------------------
73        Ta        155       154.974248          0.000322            2020      
73        Ta        156       155.972087          0.000322            2020      
73        Ta        157       156.968227445       0.000161087         2020      
73        Ta        158       157.966593          0.000215            2020      
73        Ta        159       158.963028046       0.000021137         2020      
73        Ta        160       159.961541678       0.000058310         2020      
73        Ta        161       160.958369489       0.000026174         2020      
73        Ta        162       161.957292907       0.000067979         2020      
73        Ta        163       162.954337194       0.000040860         2020      
73        Ta        164       163.953534000       0.000030000         2020      
73        Ta        165       164.950780287       0.000014571         2020      
73        Ta        166       165.950512000       0.000030000         2020      
73        Ta        167       166.948093000       0.000030000         2020      
73        Ta        168       167.948047000       0.000030000         2020      
73        Ta        169       168.946011000       0.000030000         2020      
73        Ta        170       169.946175000       0.000030000         2020      
73        Ta        171       170.944476000       0.000030000         2020      
73        Ta        172       171.944895000       0.000030000         2020      
73        Ta        173       172.943750000       0.000030000         2020      
73        Ta        174       173.944454000       0.000030000         2020      
73        Ta        175       174.943737000       0.000030000         2020      
73        Ta        176       175.944857000       0.000033000         2020      
73        Ta        177       176.944481940       0.000003558         2020      
73        Ta        178       177.945680          0.000056            2020      
73        Ta        179       178.945939050       0.000001574         2020      
73        Ta        180       179.947467589       0.000002219         2020      
73        Ta        181       180.947998528       0.000001692         2020      
73        Ta        182       181.950154612       0.000001693         2020      
73        Ta        183       182.951375380       0.000001707         2020      
73        Ta        184       183.954009958       0.000027923         2020      
73        Ta        185       184.955561317       0.000015202         2020      
73        Ta        186       185.958553036       0.000064425         2020      
73        Ta        187       186.960391000       0.000060000         2020      
73        Ta        188       187.963596          0.000215            2020      
73        Ta        189       188.965690          0.000215            2020      
73        Ta        190       189.969168          0.000215            2020      
73        Ta        191       190.971530          0.000322            2020      
73        Ta        192       191.975201          0.000429            2020      
73        Ta        193       192.977660          0.000429            2020      
73        Ta        194       193.981610          0.000537            2020      
--------------------------------------------------------------------------------
74        W         157       156.978862          0.000429            2020      
74        W         158       157.974565          0.000322            2020      
74        W         159       158.972696          0.000322            2020      
74        W         160       159.968513946       0.000160828         2020      
74        W         161       160.967249          0.000215            2020      
74        W         162       161.963500341       0.000018955         2020      
74        W         163       162.962524251       0.000062722         2020      
74        W         164       163.958952445       0.000010384         2020      
74        W         165       164.958280663       0.000027649         2020      
74        W         166       165.955031952       0.000010159         2020      
74        W         167       166.954811080       0.000020078         2020      
74        W         168       167.951805459       0.000014233         2020      
74        W         169       168.951778689       0.000016571         2020      
74        W         170       169.949231235       0.000014165         2020      
